objectID,event_order,event_type,event_date,actor_or_institution,location,description,source_url,source_type,confidence_level,researcher,last_reviewed_date,description_es,description_en
louvre:cl010120528,2,excavation,1934-01-22/23,Andre Parrot (mision arqueologica francesa),"Templo de Ishtar, patio 20, Mari, Siria bajo Mandato Frances","Primer gran hallazgo de Andre Parrot en Mari: la cabeza aparecio sobre el pavimento del patio exterior del templo de Ishtar, y el cuerpo a pocos metros.",https://en.wikipedia.org/wiki/Statue_of_Ebih-Il,secondary_source,high,"Claude (fuentes: collections.louvre.fr, Wikipedia)",2026-08-17,"Primer gran hallazgo de Andre Parrot en Mari: la cabeza aparecio sobre el pavimento del patio exterior del templo de Ishtar, y el cuerpo a pocos metros.","Andre Parrot's first major find at Mari: the head appeared on the pavement of the outer court of the Temple of Ishtar, with the body a few meters away."
louvre:cl010120528,3,transfer,1934-12-03,Andre Parrot / Maurice Dunand (director de antiguedades y museos de Siria),"Mari, Siria bajo Mandato Frances -> Paris, Francia","Bajo el sistema de partage del Mandato Frances de Siria, Parrot agrupo la pieza en un segundo lote para el Louvre, mientras que Dunand eligio el primer lote (que incluia la estatua del rey Isgi-Mari) para las colecciones sirias. Ingreso a las colecciones nacionales francesas el 3 de diciembre de 1934.",https://en.wikipedia.org/wiki/Statue_of_Ebih-Il,secondary_source,high,"Claude (fuentes: collections.louvre.fr, Wikipedia)",2026-08-17,"Bajo el sistema de partage del Mandato Frances de Siria, Parrot agrupo la pieza en un segundo lote para el Louvre, mientras que Dunand eligio el primer lote (que incluia la estatua del rey Isgi-Mari) para las colecciones sirias. Ingreso a las colecciones nacionales francesas el 3 de diciembre de 1934.","Under the partage system of the French Mandate for Syria, Parrot grouped the piece into a second lot for the Louvre, while Dunand chose the first lot (which included the statue of King Ishgi-Mari) for the Syrian collections. It entered the French national collections on 3 December 1934."
louvre:cl010121494,1,creation,ca. 1792-1750 BCE (tentativo),,Babilonia (actual Irak),"Cabeza real en gabro, tentativamente asociada a Hammurabi -- identificacion marcada como incierta ('Hammurabi (?)') en el propio registro del Louvre.",https://collections.louvre.fr/ark:/53355/cl010121494,museum_record,low,"Claude (fuente: collections.louvre.fr, busqueda web)",2026-08-17,"Cabeza real en gabro, tentativamente asociada a Hammurabi -- identificacion marcada como incierta ('Hammurabi (?)') en el propio registro del Louvre.","Royal head in gabbro, tentatively associated with Hammurabi -- identification marked as uncertain (""Hammurabi (?)"") in the Louvre's own record."
louvre:cl010121494,2,other,"sin fecha exacta, antes de 1904",,Babilonia -> Susa (actual Iran),"El mecanismo por el que la pieza se desplazo de Babilonia a Susa en la Antiguedad no esta documentado en las fuentes consultadas -- no se asume aqui que haya sido botin de guerra sin una fuente que lo confirme, a diferencia de la Estela de Naram-Sin (louvre:cl010123450) donde si esta documentado.",https://collections.louvre.fr/ark:/53355/cl010121494,museum_record,low,"Claude (fuente: collections.louvre.fr, busqueda web)",2026-08-17,"El mecanismo por el que la pieza se desplazo de Babilonia a Susa en la Antiguedad no esta documentado en las fuentes consultadas -- no se asume aqui que haya sido botin de guerra sin una fuente que lo confirme, a diferencia de la Estela de Naram-Sin (louvre:cl010123450) donde si esta documentado.","The mechanism by which the piece moved from Babylon to Susa in antiquity is not documented in the sources consulted -- it is not assumed here to have been war booty without a source confirming it, unlike the Victory Stele of Naram-Sin (louvre:cl010123450) where this is documented."
louvre:cl010121494,3,transfer,"sin fecha exacta (mision de Jacques de Morgan, 1897-1908)",Delegacion arqueologica francesa en Persia,"Susa, Persia -> Paris, Francia","Excavada en Susa por la mision de Jacques de Morgan y trasladada a Francia bajo el mismo monopolio de excavacion exclusivo Francia-Persia (1895/1900) documentado para la Estela de Naram-Sin -- el registro del Louvre describe la adquisicion como 'partage apres fouilles', aunque el mecanismo real fue ese monopolio, no una division compartida.",https://collections.louvre.fr/ark:/53355/cl010121494,museum_record,medium,"Claude (fuente: collections.louvre.fr, busqueda web)",2026-08-17,"Excavada en Susa por la mision de Jacques de Morgan y trasladada a Francia bajo el mismo monopolio de excavacion exclusivo Francia-Persia (1895/1900) documentado para la Estela de Naram-Sin -- el registro del Louvre describe la adquisicion como 'partage apres fouilles', aunque el mecanismo real fue ese monopolio, no una division compartida.","Excavated at Susa by Jacques de Morgan's mission and moved to France under the same exclusive France-Persia excavation monopoly (1895/1900) documented for the Victory Stele of Naram-Sin -- the Louvre's record describes the acquisition as ""partage apres fouilles,"" though the actual mechanism was that monopoly, not a shared division."
louvre:cl010318774,1,creation,1320-1340 CE,Muhammad ibn al-Zain (artesano),Egipto o Siria mamelucos (incierto),"Bacia de laton martillado con incrustaciones de oro, plata y niel, firmada seis veces por su autor. El propio registro del Louvre marca ambos origenes posibles (Egipto/Siria) con signo de interrogacion.",https://collections.louvre.fr/ark:/53355/cl010318774,museum_record,medium,"Claude (fuentes: collections.louvre.fr, Wikipedia, Smarthistory)",2026-08-17,"Bacia de laton martillado con incrustaciones de oro, plata y niel, firmada seis veces por su autor. El propio registro del Louvre marca ambos origenes posibles (Egipto/Siria) con signo de interrogacion.","Hammered brass basin inlaid with gold, silver, and niello, signed six times by its maker. The Louvre's own record marks both possible origins (Egypt/Syria) with a question mark."
louvre:cl010318774,2,other,antes del s. XVII (sin fecha exacta),,Egipto/Siria -> Francia,"Como y cuando la pieza llego a Francia y entro al tesoro de la corona francesa no esta documentado en las fuentes consultadas -- ya se usaba en el siglo XVII para bautizos de la familia real francesa (incluido Luis XIII), lo que le dio su nombre en el siglo XVIII pese a no tener relacion real con el rey Luis IX, que murio en 1270, antes de que la pieza fuera fabricada.",https://en.wikipedia.org/wiki/Baptist%C3%A8re_de_Saint_Louis,secondary_source,medium,"Claude (fuentes: collections.louvre.fr, Wikipedia, Smarthistory)",2026-08-17,"Como y cuando la pieza llego a Francia y entro al tesoro de la corona francesa no esta documentado en las fuentes consultadas -- ya se usaba en el siglo XVII para bautizos de la familia real francesa (incluido Luis XIII), lo que le dio su nombre en el siglo XVIII pese a no tener relacion real con el rey Luis IX, que murio en 1270, antes de que la pieza fuera fabricada.","How and when the piece reached France and entered the French crown treasury is not documented in the sources consulted -- it was already in use by the 17th century for baptisms of the French royal family (including Louis XIII), which gave it its name in the 18th century despite having no real connection to King Louis IX, who died in 1270, before the piece was made."
louvre:cl010318774,3,other,1793-01-26,Estado revolucionario frances,"Paris, Francia","Nacionalizada junto con el resto del tesoro de la corona durante la Revolucion Francesa ('versement'), pasando a las colecciones publicas -- confiscacion revolucionaria de bienes de la corona, un mecanismo distinto al de excavacion o partage.",https://collections.louvre.fr/ark:/53355/cl010318774,museum_record,high,"Claude (fuentes: collections.louvre.fr, Wikipedia, Smarthistory)",2026-08-17,"Nacionalizada junto con el resto del tesoro de la corona durante la Revolucion Francesa ('versement'), pasando a las colecciones publicas -- confiscacion revolucionaria de bienes de la corona, un mecanismo distinto al de excavacion o partage.","Nationalized along with the rest of the crown treasury during the French Revolution (""versement""), passing into public collections -- revolutionary confiscation of crown property, a mechanism distinct from excavation or partage."
louvre:cl010318774,4,loan,1856,,"Paris -> Notre Dame, Paris",Salio temporalmente del museo para servir en el bautismo del principe Napoleon Eugenio en Notre Dame -- el ultimo uso conocido como objeto bautismal real antes de quedar definitivamente como pieza de museo.,https://en.wikipedia.org/wiki/Baptist%C3%A8re_de_Saint_Louis,secondary_source,medium,"Claude (fuentes: collections.louvre.fr, Wikipedia, Smarthistory)",2026-08-17,Salio temporalmente del museo para servir en el bautismo del principe Napoleon Eugenio en Notre Dame -- el ultimo uso conocido como objeto bautismal real antes de quedar definitivamente como pieza de museo.,It temporarily left the museum to be used at the baptism of Prince Napoleon Eugene at Notre Dame -- the last known use as a royal baptismal object before remaining permanently a museum piece.
louvre:cl010007230,1,creation,ca. 2605-2597 BCE,Djedefre (rey),"Abu Rawash, Egipto","Fragmento de estatua real del rey Djedefre, IV dinastia, en gres silicificado con restos de pintura roja.",https://collections.louvre.fr/ark:/53355/cl010007230,museum_record,high,"Claude (fuentes: collections.louvre.fr, busqueda web)",2026-08-17,"Fragmento de estatua real del rey Djedefre, IV dinastia, en gres silicificado con restos de pintura roja.","Fragment of a royal statue of King Djedefre, 4th dynasty, in silicified sandstone with traces of red paint."
louvre:cl010007230,2,excavation,1900-1901,"Emile Chassinat (Instituto Frances de Arqueologia Oriental, El Cairo)","Complejo funerario de Djedefre, Abu Rawash, Egipto","Chassinat excavo el complejo funerario de Djedefre para el IFAO, hallando varios fragmentos de estatuas del rey, entre ellas al menos cuatro cabezas -- hoy repartidas entre el Louvre, el Museo Egipcio de Munich y el Museo de El Cairo.",https://collections.louvre.fr/ark:/53355/cl010007230,museum_record,high,"Claude (fuentes: collections.louvre.fr, busqueda web)",2026-08-17,"Chassinat excavo el complejo funerario de Djedefre para el IFAO, hallando varios fragmentos de estatuas del rey, entre ellas al menos cuatro cabezas -- hoy repartidas entre el Louvre, el Museo Egipcio de Munich y el Museo de El Cairo.","Chassinat excavated Djedefre's funerary complex for the IFAO, finding several fragments of statues of the king, including at least four heads -- now split between the Louvre, the Egyptian Museum in Munich, and the Cairo Museum."
louvre:cl010007230,3,transfer,1907-08-20,,Abu Rawash -> Paris,Asignada al Louvre mediante partage despues de las excavaciones.,https://collections.louvre.fr/ark:/53355/cl010007230,museum_record,high,"Claude (fuentes: collections.louvre.fr, busqueda web)",2026-08-17,Asignada al Louvre mediante partage despues de las excavaciones.,Allotted to the Louvre through partage after the excavations.
louvre:cl010007467,1,creation,ca. 3450-3200 BCE,,Alto Egipto (procedencia exacta incierta),"Cuchillo de marfil de hipopotamo (mango, con relieves) y silex (hoja), del periodo Nagada II.",https://collections.louvre.fr/ark:/53355/cl010007467,museum_record,medium,"Claude (fuentes: collections.louvre.fr, Wikipedia)",2026-08-17,"Cuchillo de marfil de hipopotamo (mango, con relieves) y silex (hoja), del periodo Nagada II.","Knife of hippopotamus ivory (handle, with reliefs) and flint (blade), from the Naqada II period."
louvre:cl010007467,2,sale,1914-02/03,Georges Benedite (comprador); Maurice Nahman (anticuario privado),"El Cairo, Egipto -> Paris, Francia","Benedite lo compro para el Louvre, en dos piezas separadas (mango y hoja), al anticuario privado Maurice Nahman en El Cairo. El vendedor afirmo que provenia de Gebel el-Arak, pero investigaciones posteriores sugieren que en realidad proviene de Abidos -- procedencia arqueologica exacta sin confirmar por tratarse de una compra de mercado.",https://en.wikipedia.org/wiki/Gebel_el-Arak_Knife,secondary_source,medium,"Claude (fuentes: collections.louvre.fr, Wikipedia)",2026-08-17,"Benedite lo compro para el Louvre, en dos piezas separadas (mango y hoja), al anticuario privado Maurice Nahman en El Cairo. El vendedor afirmo que provenia de Gebel el-Arak, pero investigaciones posteriores sugieren que en realidad proviene de Abidos -- procedencia arqueologica exacta sin confirmar por tratarse de una compra de mercado.","Benedite purchased it for the Louvre, in two separate pieces (handle and blade), from private antiquities dealer Maurice Nahman in Cairo. The seller claimed it came from Gebel el-Arak, but later research suggests it actually comes from Abydos -- exact archaeological provenance unconfirmed since it was a market purchase."
louvre:cl010029360,1,creation,ca. 1064-980 BCE (tentativo),,"Karnak, Tebas, Egipto","Estela con un decreto de amnistia, atribuida tentativamente en el registro del Louvre a los reinados de Pinedjem I, Amenemope o Psusenes I; fuentes externas la asocian al Sumo Sacerdote de Amon Menkheperre, contemporaneo de Psusenes I.",https://collections.louvre.fr/ark:/53355/cl010029360,museum_record,low,"Claude (fuentes: collections.louvre.fr, Wikipedia)",2026-08-17,"Estela con un decreto de amnistia, atribuida tentativamente en el registro del Louvre a los reinados de Pinedjem I, Amenemope o Psusenes I; fuentes externas la asocian al Sumo Sacerdote de Amon Menkheperre, contemporaneo de Psusenes I.","Stela recording an amnesty decree, tentatively attributed in the Louvre's record to the reigns of Pinedjem I, Amenemope, or Psusennes I; external sources associate it with High Priest of Amun Menkheperre, a contemporary of Psusennes I."
louvre:cl010029360,2,excavation,1860-02,Victor/Henri Maunier (nombre segun la fuente),"Karnak, Egipto otomano","Hallada en una excavacion aparentemente privada en Karnak -- el mismo ano y lugar que otra pieza ya documentada en este proyecto (louvre:cl010008106), tambien atribuida a un 'Victor Maunier' segun el registro del Louvre para esa pieza; fuentes externas nombran al hallador de esta estela como 'Henri Maunier', vicecOnsul frances. La discrepancia de nombre de pila entre fuentes no se resuelve aqui.",https://en.wikipedia.org/wiki/Banishment_Stela,secondary_source,low,"Claude (fuentes: collections.louvre.fr, Wikipedia)",2026-08-17,"Hallada en una excavacion aparentemente privada en Karnak -- el mismo ano y lugar que otra pieza ya documentada en este proyecto (louvre:cl010008106), tambien atribuida a un 'Victor Maunier' segun el registro del Louvre para esa pieza; fuentes externas nombran al hallador de esta estela como 'Henri Maunier', vicecOnsul frances. La discrepancia de nombre de pila entre fuentes no se resuelve aqui.","Found in an apparently private excavation at Karnak -- the same year and place as another piece already documented in this project (louvre:cl010008106), also attributed to a 'Victor Maunier' according to the Louvre's record for that piece; external sources name this stela's finder as 'Henri Maunier,' French vice-consul. The first-name discrepancy between sources is not resolved here."
louvre:cl010029360,3,gift,1884,,"Paris, Francia",Donada al Louvre.,https://collections.louvre.fr/ark:/53355/cl010029360,museum_record,high,"Claude (fuentes: collections.louvre.fr, Wikipedia)",2026-08-17,Donada al Louvre.,Donated to the Louvre.
louvre:cl010120357,1,creation,primer cuarto del s. V a.C.,"Eshmunazor II, rey de Sidon","Sidon, Fenicia bajo dominio persa (actual Libano)","Sarcofago del rey Eshmunazor II de Sidon, en basalto egipcio reutilizado; su inscripcion fenicia detalla su genealogia y construcciones de templos, y termina en una maldicion contra quien perturbe su descanso.",https://en.wikipedia.org/wiki/Sarcophagus_of_Eshmunazar_II,secondary_source,high,"Claude (fuentes: collections.louvre.fr, Wikipedia, busqueda web)",2026-08-17,"Sarcofago del rey Eshmunazor II de Sidon, en basalto egipcio reutilizado; su inscripcion fenicia detalla su genealogia y construcciones de templos, y termina en una maldicion contra quien perturbe su descanso.","Sarcophagus of King Eshmunazar II of Sidon, in reused Egyptian basalt; its Phoenician inscription details his genealogy and temple constructions, ending in a curse against anyone who disturbs his rest."
louvre:cl010120357,2,excavation,1855-01-19,Alphonse Durighello (agente); Aime Peretie (canciller consular frances); duque de Luynes (financista),"Necropolis de Magharat Tabloun ('cueva de Apolo'), Saida (antigua Sidon), Imperio Otomano (actual Libano)","Hallado por Durighello, agente contratado por Peretie (canciller del consulado frances en Beirut), con financiamiento del duque de Luynes, aristocrata y coleccionista privado frances. El hallazgo permitio un avance decisivo en el conocimiento del fenicio: la inscripcion fue, en su momento, el texto fenicio mas extenso y detallado jamas hallado en la propia Fenicia.",https://en.wikipedia.org/wiki/Sarcophagus_of_Eshmunazar_II,secondary_source,high,"Claude (fuentes: collections.louvre.fr, Wikipedia, busqueda web)",2026-08-17,"Hallado por Durighello, agente contratado por Peretie (canciller del consulado frances en Beirut), con financiamiento del duque de Luynes, aristocrata y coleccionista privado frances. El hallazgo permitio un avance decisivo en el conocimiento del fenicio: la inscripcion fue, en su momento, el texto fenicio mas extenso y detallado jamas hallado en la propia Fenicia.","Found by Durighello, an agent hired by Peretie (chancellor of the French consulate in Beirut), funded by the Duke of Luynes, a French aristocrat and private collector. The find enabled a decisive advance in the knowledge of Phoenician: the inscription was, at the time, the longest and most detailed Phoenician text ever found in Phoenicia itself."
louvre:cl010120357,3,gift,1855,Duque de Luynes,"Paris, Francia",Donado al Louvre por el duque de Luynes ese mismo ano.,https://collections.louvre.fr/ark:/53355/cl010120357,museum_record,high,"Claude (fuentes: collections.louvre.fr, Wikipedia, busqueda web)",2026-08-17,Donado al Louvre por el duque de Luynes ese mismo ano.,Donated to the Louvre by the Duke of Luynes that same year.
louvre:cl010298047,1,creation,ca. 520-510 BCE,,"Caere (Cerveteri), Etruria (actual Italia)","Sarcofago-urna etrusco arcaico en terracota policromada, con una pareja recostada en un banquete funerario.",https://collections.louvre.fr/ark:/53355/cl010298047,museum_record,high,"Claude (fuentes: collections.louvre.fr, Wikipedia, busqueda web)",2026-08-17,"Sarcofago-urna etrusco arcaico en terracota policromada, con una pareja recostada en un banquete funerario.","Archaic Etruscan terracotta sarcophagus-urn, painted, depicting a married couple reclining at a funerary banquet."
louvre:cl010298047,2,excavation,1845-1846,"Giovanni Pietro Campana (marques, coleccionista)","Necropolis de la Banditaccia, Cerveteri (antigua Caere), Estados Pontificios (actual Italia)","Hallado por el propio Campana, marques y director del Monte di Pieta (casa de empenos) de Roma, que financiaba excavaciones arqueologicas para alimentar su coleccion privada de unas 12.000 piezas.",https://en.wikipedia.org/wiki/Giampietro_Campana,secondary_source,high,"Claude (fuentes: collections.louvre.fr, Wikipedia, busqueda web)",2026-08-17,"Hallado por el propio Campana, marques y director del Monte di Pieta (casa de empenos) de Roma, que financiaba excavaciones arqueologicas para alimentar su coleccion privada de unas 12.000 piezas.","Found by Campana himself, a marquis and director of Rome's Monte di Pieta (pawnbroking house), who funded archaeological excavations to feed his private collection of some 12,000 pieces."
louvre:cl010298047,3,other,1857-1859,Estado pontificio,Roma,Campana fue acusado y condenado por desviar fondos del Monte di Pieta para costear su coleccion -- su condena inicial de 20 anos de prision (1858) se conmuto a destierro perpetuo con confiscacion de sus bienes (1859).,https://en.wikipedia.org/wiki/Giampietro_Campana,secondary_source,high,"Claude (fuentes: collections.louvre.fr, Wikipedia, busqueda web)",2026-08-17,Campana fue acusado y condenado por desviar fondos del Monte di Pieta para costear su coleccion -- su condena inicial de 20 anos de prision (1858) se conmuto a destierro perpetuo con confiscacion de sus bienes (1859).,Campana was accused and convicted of embezzling funds from the Monte di Pieta to finance his collection -- his initial 20-year prison sentence (1858) was commuted to permanent banishment with confiscation of his property (1859).
louvre:cl010298047,4,sale,1861-05-20,Napoleon III (estado frances),Roma -> Paris,"La coleccion Campana confiscada (unas 11.835 piezas) fue vendida al estado frances por 4,36 millones de francos para recuperar parte de las perdidas del Monte di Pieta, y repartida entre el Louvre y varios museos regionales franceses (otra parte fue adquirida por el zar Alejandro II para el Hermitage).",https://en.wikipedia.org/wiki/Giampietro_Campana,secondary_source,high,"Claude (fuentes: collections.louvre.fr, Wikipedia, busqueda web)",2026-08-17,"La coleccion Campana confiscada (unas 11.835 piezas) fue vendida al estado frances por 4,36 millones de francos para recuperar parte de las perdidas del Monte di Pieta, y repartida entre el Louvre y varios museos regionales franceses (otra parte fue adquirida por el zar Alejandro II para el Hermitage).","The confiscated Campana collection (some 11,835 pieces) was sold to the French state for 4.36 million francs to recoup part of the Monte di Pieta's losses, and split between the Louvre and several French regional museums (another part was acquired by Tsar Alexander II for the Hermitage)."
bm:G_1816-0610-98,1,creation,447-432 BCE,Fidias (supervision),"Atenas, Grecia clasica","Esculturas del friso, metopas y frontones del templo del Partenon en la Acropolis de Atenas, talladas bajo supervision de Fidias.",https://www.britishmuseum.org/collection/object/G_1816-0610-98,museum_record,high,"Claude (fuentes: britishmuseum.org, busqueda web)",2026-08-17,"Esculturas del friso, metopas y frontones del templo del Partenon en la Acropolis de Atenas, talladas bajo supervision de Fidias.","Sculptures from the frieze, metopes, and pediments of the Parthenon temple on the Acropolis of Athens, carved under the supervision of Phidias."
bm:G_1816-0610-98,2,other,1801-1812,"Thomas Bruce, 7mo Conde de Elgin (embajador britanico ante el Imperio Otomano)","Acropolis de Atenas, Imperio Otomano (actual Grecia)","Elgin retiro cerca de la mitad de las esculturas sobrevivientes, invocando un firman otomano cuyo texto original en turco nunca se encontro -- solo se conserva una traduccion italiana, y su alcance es objeto de disputa academica: muchos especialistas sostienen que autorizaba solo dibujar y hacer moldes, no retirar las esculturas fisicamente.",https://www.britishmuseum.org/collection/object/G_1816-0610-98,museum_record,high,"Claude (fuentes: britishmuseum.org, busqueda web)",2026-08-17,"Elgin retiro cerca de la mitad de las esculturas sobrevivientes, invocando un firman otomano cuyo texto original en turco nunca se encontro -- solo se conserva una traduccion italiana, y su alcance es objeto de disputa academica: muchos especialistas sostienen que autorizaba solo dibujar y hacer moldes, no retirar las esculturas fisicamente.","Elgin removed roughly half of the surviving sculptures, invoking an Ottoman firman whose original Turkish text was never found -- only an Italian translation survives, and its scope is disputed among scholars: many argue it authorized only drawing and casting, not physical removal."
bm:G_1816-0610-98,3,sale,1816-06-07,Parlamento britanico,"Londres, Reino Unido","La Camara de los Comunes voto comprarle las esculturas a Elgin por 35.000 libras, tras un comite parlamentario que lo exculpo de haber actuado indebidamente; pasaron al British Museum.",https://www.britishmuseum.org/collection/object/G_1816-0610-98,museum_record,high,"Claude (fuentes: britishmuseum.org, busqueda web)",2026-08-17,"La Camara de los Comunes voto comprarle las esculturas a Elgin por 35.000 libras, tras un comite parlamentario que lo exculpo de haber actuado indebidamente; pasaron al British Museum.","The House of Commons voted to purchase the sculptures from Elgin for £35,000, after a parliamentary committee cleared him of wrongdoing; they passed to the British Museum."
bm:E_Oc1869-1005-1,1,creation,sin fecha exacta,,"Rano Kau, Rapa Nui (Isla de Pascua)","Moai tallado en basalto, integrado a una casa ceremonial de piedra en Orongo.",https://www.britishmuseum.org/collection/object/E_Oc1869-1005-1,museum_record,medium,"Claude (fuentes: britishmuseum.org, Wikipedia, busqueda web)",2026-08-17,"Moai tallado en basalto, integrado a una casa ceremonial de piedra en Orongo.","Moai carved from basalt, built into a stone ceremonial house at Orongo."
bm:E_Oc1869-1005-1,2,other,1868,Comodoro Richard Ashmore Powell (HMS Topaze),"Orongo, Rapa Nui","La tripulacion del HMS Topaze lo hallo dentro de la casa ceremonial de Orongo; desarmaron la estructura y lo arrastraron hasta la costa con ayuda de un jefe rapanui y hombres locales, antes de trasladarlo al barco.",https://en.wikipedia.org/wiki/Hoa_Hakananai%27a,secondary_source,high,"Claude (fuentes: britishmuseum.org, Wikipedia, busqueda web)",2026-08-17,"La tripulacion del HMS Topaze lo hallo dentro de la casa ceremonial de Orongo; desarmaron la estructura y lo arrastraron hasta la costa con ayuda de un jefe rapanui y hombres locales, antes de trasladarlo al barco.","The crew of HMS Topaze found it inside the ceremonial house at Orongo; they dismantled the structure and dragged it to the coast with the help of a Rapa Nui chief and local men, before transporting it to the ship."
bm:E_Oc1869-1005-1,3,gift,1869,Reina Victoria,"Plymouth, Reino Unido -> Londres","Ofrecido al Almirantazgo britanico a la vuelta del Topaze, y de ahi a la Reina Victoria, quien lo dono al British Museum -- su llegada se reporto formalmente a los fideicomisarios del museo el 6 de octubre de 1869.",https://en.wikipedia.org/wiki/Hoa_Hakananai%27a,secondary_source,high,"Claude (fuentes: britishmuseum.org, Wikipedia, busqueda web)",2026-08-17,"Ofrecido al Almirantazgo britanico a la vuelta del Topaze, y de ahi a la Reina Victoria, quien lo dono al British Museum -- su llegada se reporto formalmente a los fideicomisarios del museo el 6 de octubre de 1869.","Offered to the British Admiralty upon the Topaze's return, and from there to Queen Victoria, who donated it to the British Museum -- its arrival was formally reported to the museum's trustees on 6 October 1869."
bm:W_1897-1231-116,1,creation,ca. 550-330 BCE,,Asia Central (Imperio aquemenida),"Coleccion de unos 180 objetos de oro y plata aquemenidas: joyeria, placas, ornamentos y monedas.",https://www.britishmuseum.org/collection/object/W_1897-1231-116,museum_record,high,"Claude (fuentes: britishmuseum.org, busqueda web)",2026-08-17,"Coleccion de unos 180 objetos de oro y plata aquemenidas: joyeria, placas, ornamentos y monedas.","Collection of some 180 Achaemenid gold and silver objects: jewelry, plaques, ornaments, and coins."
bm:W_1897-1231-116,2,other,1876-1880 (usualmente citado 1877),,"Takht-i Kuwad, orilla del rio Amu Daria (actual Tayikistan)","Hallado por buscadores locales, quienes lo vendieron a mercaderes indios; estos fueron asaltados en el camino. El oficial britanico Francis Charles Burton persiguio a los asaltantes y recupero la mayor parte del tesoro, devolviendoselo a los mercaderes, quienes le vendieron un brazalete de oro en agradecimiento.",https://www.britishmuseum.org/collection/object/W_1897-1231-116,secondary_source,medium,"Claude (fuentes: britishmuseum.org, busqueda web)",2026-08-17,"Hallado por buscadores locales, quienes lo vendieron a mercaderes indios; estos fueron asaltados en el camino. El oficial britanico Francis Charles Burton persiguio a los asaltantes y recupero la mayor parte del tesoro, devolviendoselo a los mercaderes, quienes le vendieron un brazalete de oro en agradecimiento.","Found by local treasure hunters, who sold it to Indian merchants; the merchants were robbed along the way. British officer Francis Charles Burton pursued the robbers and recovered most of the treasure, returning it to the merchants, who sold him a gold armlet in gratitude."
bm:W_1897-1231-116,3,other,decada de 1880-1890,Sir Augustus Wollaston Franks; Sir Alexander Cunningham,Bazares del norte de India y el actual Pakistan,El brazalete atrajo la atencion de las autoridades britanicas: Franks (curador del British Museum) y Cunningham (arqueologo) pasaron anos recorriendo bazares y marchantes para localizar y reunir las piezas dispersas del tesoro.,https://www.britishmuseum.org/collection/object/W_1897-1231-116,secondary_source,medium,"Claude (fuentes: britishmuseum.org, busqueda web)",2026-08-17,El brazalete atrajo la atencion de las autoridades britanicas: Franks (curador del British Museum) y Cunningham (arqueologo) pasaron anos recorriendo bazares y marchantes para localizar y reunir las piezas dispersas del tesoro.,The armlet brought the find to British official attention: Franks (British Museum curator) and Cunningham (archaeologist) spent years combing bazaars and dealers to locate and reassemble the hoard's scattered pieces.
bm:W_1897-1231-116,4,bequest,1897,Sir Augustus Wollaston Franks,"Londres, Reino Unido",El grueso de la coleccion reconstituida entro al British Museum por legado de Franks.,https://www.britishmuseum.org/collection/object/W_1897-1231-116,museum_record,high,"Claude (fuentes: britishmuseum.org, busqueda web)",2026-08-17,El grueso de la coleccion reconstituida entro al British Museum por legado de Franks.,The bulk of the reconstituted collection entered the British Museum through Franks' bequest.
bm:E_Af1981-27-1,1,creation,sin fecha exacta,,Region Asante (actual Ghana),"Pieza de la regalia real asante, catalogada dentro de la serie 'Asante Gold' del museo.",https://www.britishmuseum.org/collection/object/E_Af1981-27-1,museum_record,low,"Claude (fuentes: britishmuseum.org, busqueda web)",2026-08-17,"Pieza de la regalia real asante, catalogada dentro de la serie 'Asante Gold' del museo.","Piece of Asante royal regalia, catalogued within the museum's 'Asante Gold' series."
bm:E_Af1981-27-1,2,sale,1981 (fecha de registro; compra puntual sin fecha exacta documentada),"Nana Akwesi Afrane (vendedor, notable asante)",Ghana -> Londres,Comprada a un notable asante segun el propio registro del museo; fecha y circunstancias exactas de la transaccion no documentadas en las fuentes disponibles -- no se asume que haya sido botin de guerra directo sin una fuente que lo confirme para esta pieza en particular.,https://www.britishmuseum.org/collection/object/E_Af1981-27-1,museum_record,low,"Claude (fuentes: britishmuseum.org, busqueda web)",2026-08-17,Comprada a un notable asante segun el propio registro del museo; fecha y circunstancias exactas de la transaccion no documentadas en las fuentes disponibles -- no se asume que haya sido botin de guerra directo sin una fuente que lo confirme para esta pieza en particular.,Purchased from an Asante notable according to the museum's own record; exact date and circumstances of the transaction are not documented in the sources available -- it is not assumed to have been direct war loot without a source confirming that for this particular piece.
bm:E_Af1981-27-1,3,loan,2024-04,British Museum; Victoria and Albert Museum,"Londres -> Museo del Palacio Manhyia, Kumasi, Ghana","El British Museum y el V&A acordaron prestar piezas de oro asante a Ghana por un plazo inicial renovable de 3 anos -- no una devolucion permanente, dado que la ley britanica de 1963 que rige al museo le prohibe desprenderse definitivamente de piezas de su coleccion.",https://www.museumsassociation.org/museums-journal/news/2024/01/va-and-british-museum-to-loan-asante-gold-to-ghana/,secondary_source,high,"Claude (fuentes: britishmuseum.org, busqueda web)",2026-08-17,"El British Museum y el V&A acordaron prestar piezas de oro asante a Ghana por un plazo inicial renovable de 3 anos -- no una devolucion permanente, dado que la ley britanica de 1963 que rige al museo le prohibe desprenderse definitivamente de piezas de su coleccion.","The British Museum and the V&A agreed to loan Asante gold pieces to Ghana for an initial renewable 3-year term -- not a permanent return, since the 1963 UK law governing the museum bars it from permanently deaccessioning pieces from its collection."
